,Unnamed: 0,up_to_middle,not_highschool_grad,high_school_grad,some_college,associate,bachelor,graduate,year,tract,county,pop_over_25
32,4.0,0.08871915393654523,0.2182726204465335,0.2784958871915394,0.2517626321974148,0.06521739130434782,0.06404230317273796,0.033490011750881316,2010,252000.0,31.0,3404.0
33,4.0,0.08871915393654523,0.2182726204465335,0.2784958871915394,0.2517626321974148,0.06521739130434782,0.06404230317273796,0.033490011750881316,2011,252000.0,31.0,3404.0
34,4.0,0.08871915393654523,0.2182726204465335,0.2784958871915394,0.2517626321974148,0.06521739130434782,0.06404230317273796,0.033490011750881316,2012,252000.0,31.0,3404.0
35,4.0,0.08871915393654523,0.2182726204465335,0.2784958871915394,0.2517626321974148,0.06521739130434782,0.06404230317273796,0.033490011750881316,2013,252000.0,31.0,3404.0
36,4.0,0.08871915393654523,0.2182726204465335,0.2784958871915394,0.2517626321974148,0.06521739130434782,0.06404230317273796,0.033490011750881316,2014,252000.0,31.0,3404.0
37,4.0,0.08871915393654523,0.2182726204465335,0.2784958871915394,0.2517626321974148,0.06521739130434782,0.06404230317273796,0.033490011750881316,2015,252000.0,31.0,3404.0
38,4.0,0.08871915393654523,0.2182726204465335,0.2784958871915394,0.2517626321974148,0.06521739130434782,0.06404230317273796,0.033490011750881316,2016,252000.0,31.0,3404.0
39,4.0,0.08871915393654523,0.2182726204465335,0.2784958871915394,0.2517626321974148,0.06521739130434782,0.06404230317273796,0.033490011750881316,2017,252000.0,31.0,3404.0
40,5.0,0.07478260869565218,0.18521739130434786,0.2330434782608696,0.1930434782608696,0.07478260869565218,0.12260869565217393,0.1165217391304348,2010,252101.0,31.0,1150.0
41,5.0,0.07478260869565218,0.18521739130434786,0.2330434782608696,0.1930434782608696,0.07478260869565218,0.12260869565217393,0.1165217391304348,2011,252101.0,31.0,1150.0
42,5.0,0.07478260869565218,0.18521739130434786,0.2330434782608696,0.1930434782608696,0.07478260869565218,0.12260869565217393,0.1165217391304348,2012,252101.0,31.0,1150.0
43,5.0,0.07478260869565218,0.18521739130434786,0.2330434782608696,0.1930434782608696,0.07478260869565218,0.12260869565217393,0.1165217391304348,2013,252101.0,31.0,1150.0
44,5.0,0.07478260869565218,0.18521739130434786,0.2330434782608696,0.1930434782608696,0.07478260869565218,0.12260869565217393,0.1165217391304348,2014,252101.0,31.0,1150.0
45,5.0,0.07478260869565218,0.18521739130434786,0.2330434782608696,0.1930434782608696,0.07478260869565218,0.12260869565217393,0.1165217391304348,2015,252101.0,31.0,1150.0
46,5.0,0.07478260869565218,0.18521739130434786,0.2330434782608696,0.1930434782608696,0.07478260869565218,0.12260869565217393,0.1165217391304348,2016,252101.0,31.0,1150.0
47,5.0,0.07478260869565218,0.18521739130434786,0.2330434782608696,0.1930434782608696,0.07478260869565218,0.12260869565217393,0.1165217391304348,2017,252101.0,31.0,1150.0
48,6.0,0.12579206758976766,0.1797700070406008,0.4165688805444732,0.17883126026754284,0.028866463271532507,0.061722600328561375,0.00844872095752171,2010,252102.0,31.0,4261.0
