"filing_year","tract","eviction_filings_total","eviction_filings_rate","eviction_filings_sealed","eviction_filings_unclear","eviction_filings_completed","case_type_single_action","case_type_joint_action","back_rent_median","back_rent_0","back_rent_1_to_999","back_rent_1000_to_2499","back_rent_2500_to_4999","back_rent_5000_or_more","landlord_prose","landlord_represented","tenant_prose","tenant_represented","tenant_rep_pa","tenant_rep_laa","eviction_order_yes","eviction_order_no","eviction_order_yes_tenant_prose","eviction_order_no_tenant_prose","eviction_order_yes_tenant_represented","eviction_order_no_tenant_represented","eviction_order_yes_tenant_rep_pa","eviction_order_no_tenant_rep_pa","eviction_order_yes_tenant_rep_laa","eviction_order_no_tenant_rep_laa","ftu_eviction_order","ftu_other_outcome","ftu_no_outcome","ftu_eviction_order_tenant_prose","ftu_other_outcome_tenant_prose","ftu_no_outcome_tenant_prose","ftu_eviction_order_tenant_represented","ftu_other_outcome_tenant_represented","ftu_no_outcome_tenant_represented","default_eviction_order_yes","default_eviction_order_no","default_eviction_order_yes_tenant_prose","default_eviction_order_no_tenant_prose","default_eviction_order_yes_tenant_represented","default_eviction_order_no_tenant_represented"
2016,"17031150402",6,1.570,3,0,3,1,2,1237.500,1,1,1,0,0,0,3,3,0,0,0,3,0,3,0,0,0,0,0,0,0,1,0,2,1,0,2,0,0,0,0,3,0,3,0,0
2016,"17031150501",5,1.440,2,0,3,0,3,2812.040,0,0,1,2,0,0,3,2,1,1,0,0,3,0,2,0,1,0,1,0,0,0,2,1,0,2,0,0,0,1,0,3,0,2,0,1
2016,"17031150502",18,3,3,0,15,1,14,2295,1,2,5,7,0,2,13,13,2,1,1,10,5,8,5,2,0,1,0,1,0,5,2,8,5,2,6,0,0,2,4,11,4,9,0,2
2016,"17031150600",18,3.840,2,0,16,3,13,2812.500,2,2,4,3,5,3,13,12,4,4,0,12,4,9,3,3,1,3,1,0,0,7,2,7,6,1,5,1,1,2,2,14,2,10,0,4
2016,"17031150700",10,1.980,2,0,8,3,5,4050,3,0,2,2,1,0,8,6,2,2,0,7,1,5,1,2,0,2,0,0,0,4,0,4,4,0,2,0,0,2,3,5,2,4,1,1
2016,"17031150800",24,2.580,7,0,17,1,16,1595,1,1,11,2,2,2,15,14,3,2,1,8,9,8,6,0,3,0,2,0,1,6,2,9,6,1,7,0,1,2,1,16,1,13,0,3
2016,"17031151001",5,1.060,1,0,4,0,4,3887.500,0,0,1,1,2,0,4,3,1,1,0,2,2,2,1,0,1,0,1,0,0,0,0,4,0,0,3,0,0,1,0,4,0,3,0,1
2016,"17031151002",36,4.210,5,0,31,1,30,1537.500,1,3,19,7,1,6,25,27,4,4,0,20,11,17,10,3,1,3,1,0,0,11,5,15,11,5,11,0,0,4,6,25,6,21,0,4
2016,"17031151100",21,2.080,2,0,19,3,16,2400,3,2,6,4,4,1,18,16,3,3,0,10,9,10,6,0,3,0,3,0,0,5,4,10,5,4,7,0,0,3,1,18,1,15,0,3
2016,"17031151200",6,1.720,2,0,4,0,4,6419,0,0,1,1,2,0,4,4,0,0,0,3,1,3,1,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,4,0,0
2016,"17031160100",6,1.380,0,0,6,0,6,1325,0,2,2,1,1,2,4,6,0,0,0,5,1,5,1,0,0,0,0,0,0,2,0,4,2,0,4,0,0,0,0,6,0,6,0,0
2016,"17031160200",4,0.840,0,0,4,0,4,2236,0,0,2,1,1,0,4,4,0,0,0,3,1,3,1,0,0,0,0,0,0,1,0,3,1,0,3,0,0,0,0,4,0,4,0,0
2016,"17031160300",17,1.490,2,0,15,2,13,1905,2,0,8,4,1,0,15,12,3,3,0,10,5,8,4,2,1,2,1,0,0,6,2,7,5,2,5,1,0,2,5,10,4,8,1,2
2016,"17031160400",21,1.990,3,1,17,4,13,1400,4,4,4,3,2,3,14,16,1,1,0,8,9,8,8,0,1,0,1,0,0,2,4,11,2,4,10,0,0,1,2,15,2,14,0,1
2016,"17031160501",13,1.520,2,0,11,4,7,2700,4,1,2,2,2,3,8,10,1,1,0,5,6,4,6,1,0,1,0,0,0,1,2,8,1,2,7,0,0,1,0,11,0,10,0,1
2016,"17031160502",13,1.640,6,0,7,0,7,2300,0,1,4,1,1,0,7,6,1,1,0,6,1,5,1,1,0,1,0,0,0,2,0,5,2,0,4,0,0,1,2,5,2,4,0,1
2016,"17031160601",5,0.630,2,0,3,0,3,3450,0,1,0,2,0,1,2,3,0,0,0,2,1,2,1,0,0,0,0,0,0,1,0,2,1,0,2,0,0,0,1,2,1,2,0,0
2016,"17031160602",15,1.630,3,0,12,1,11,3586.280,1,0,2,5,4,3,9,11,1,1,0,8,4,8,3,0,1,0,1,0,0,6,3,3,6,3,2,0,0,1,0,12,0,11,0,1
2016,"17031160700",22,1.980,6,0,16,4,12,1800,4,3,4,2,3,1,15,12,4,3,1,13,3,10,2,3,1,2,1,1,0,6,0,10,6,0,6,0,0,4,4,12,4,8,0,4
2016,"17031160800",16,1.380,3,0,13,2,11,3000,2,1,4,4,2,3,10,10,3,3,0,7,6,5,5,2,1,2,1,0,0,3,2,8,3,2,5,0,0,3,1,12,1,9,0,3
2016,"17031160900",6,1.250,1,0,5,1,4,2250,1,0,2,1,1,2,3,4,1,1,0,2,3,2,2,0,1,0,1,0,0,2,2,1,2,2,0,0,0,1,1,4,1,3,0,1
2016,"17031161000",2,0.470,0,0,2,1,1,2905,1,0,0,1,0,0,2,2,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,2,0,2,0,0
2016,"17031161100",4,2.010,0,0,4,0,4,1860,0,0,3,1,0,0,4,4,0,0,0,1,3,1,3,0,0,0,0,0,0,1,0,3,1,0,3,0,0,0,0,4,0,4,0,0
2016,"17031161200",9,2.250,4,0,5,2,3,2410,2,0,2,0,1,0,5,5,0,0,0,2,3,2,3,0,0,0,0,0,0,1,1,3,1,1,3,0,0,0,0,5,0,5,0,0
2016,"17031161300",17,1.610,2,0,15,3,12,2055,3,1,9,2,0,2,13,11,4,3,1,10,5,8,3,2,2,1,2,1,0,4,1,10,4,1,6,0,0,4,3,12,3,8,0,4
2016,"17031170100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"17031170200",11,3.640,5,1,5,1,4,2650,1,0,2,2,0,1,4,5,0,0,0,3,2,3,2,0,0,0,0,0,0,3,1,1,3,1,1,0,0,0,0,5,0,5,0,0
2016,"17031170300",11,1.650,2,0,9,3,6,4700,3,1,2,0,3,2,7,8,1,1,0,5,4,5,3,0,1,0,1,0,0,2,3,4,2,3,3,0,0,1,1,8,1,7,0,1
2016,"17031170400",14,4,4,0,10,3,7,4000,3,0,1,4,2,3,7,8,2,2,0,3,7,3,5,0,2,0,2,0,0,3,1,6,3,1,4,0,0,2,2,8,2,6,0,2
2016,"17031170500",6,1.210,1,0,5,1,4,6250,1,0,1,0,3,1,4,5,0,0,0,3,2,3,2,0,0,0,0,0,0,1,1,3,1,1,3,0,0,0,1,4,1,4,0,0
2016,"17031170600",3,1.600,1,0,2,0,2,5780,0,0,0,1,1,1,1,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,2,0,0
2016,"17031170700",7,3.390,1,0,6,1,5,1650,1,2,2,1,0,0,6,6,0,0,0,5,1,5,1,0,0,0,0,0,0,2,1,3,2,1,3,0,0,0,2,4,2,4,0,0
2016,"17031170800",9,2.650,4,0,5,1,4,1575,1,1,2,0,1,1,4,5,0,0,0,5,0,5,0,0,0,0,0,0,0,4,0,1,4,0,1,0,0,0,0,5,0,5,0,0
2016,"17031170900",2,0.950,0,0,2,2,0,0,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,2,0,0
2016,"17031171000",26,3.510,9,0,17,2,15,3574,1,5,0,8,3,5,12,14,3,3,0,10,7,10,4,0,3,0,3,0,0,8,2,7,8,2,4,0,0,3,3,14,3,11,0,3
2016,"17031171100",8,2.390,6,0,2,0,2,1543.810,0,1,1,0,0,0,2,1,1,1,0,2,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,2,0,1,0,1
2016,"17031180100",17,3.720,6,0,11,1,10,2590,1,1,3,5,1,2,9,7,4,4,0,9,2,5,2,4,0,4,0,0,0,2,1,8,2,1,4,0,0,4,0,11,0,7,0,4
2016,"17031190100",21,3.720,6,0,15,0,15,1980,1,0,8,3,3,5,10,14,1,1,0,9,6,8,6,1,0,1,0,0,0,5,2,8,5,2,7,0,0,1,1,14,1,13,0,1
2016,"17031190200",21,3.130,8,0,13,4,9,1890,4,2,3,3,1,4,9,10,3,3,0,12,1,9,1,3,0,3,0,0,0,3,1,9,3,1,6,0,0,3,4,9,2,8,2,1
2016,"17031190300",30,3.300,5,0,25,5,20,2367.500,5,2,12,6,0,6,19,21,4,4,0,16,9,14,7,2,2,2,2,0,0,7,4,14,7,4,10,0,0,4,3,22,3,18,0,4
2016,"17031190401",10,2.430,5,0,5,1,4,1878.500,1,1,1,2,0,1,4,5,0,0,0,3,2,3,2,0,0,0,0,0,0,2,0,3,2,0,3,0,0,0,0,5,0,5,0,0
2016,"17031190402",13,1.920,2,1,10,3,7,2790,3,1,2,3,1,3,7,9,1,1,0,5,5,5,4,0,1,0,1,0,0,4,2,4,4,2,3,0,0,1,2,8,2,7,0,1
2016,"17031190601",20,3.490,5,0,15,5,10,2475,5,1,4,4,1,3,12,9,6,6,0,6,9,5,4,1,5,1,5,0,0,3,1,11,2,1,6,1,0,5,1,14,1,8,0,6
2016,"17031190602",22,4.910,9,0,13,5,8,2828.960,5,1,3,1,3,2,11,11,2,2,0,10,3,9,2,1,1,1,1,0,0,3,1,9,3,1,7,0,0,2,2,11,2,9,0,2
2016,"17031190701",9,1.830,5,0,4,0,4,1380,0,1,2,0,1,1,3,3,1,1,0,3,1,3,0,0,1,0,1,0,0,2,0,2,2,0,1,0,0,1,1,3,1,2,0,1
2016,"17031190702",24,2.390,5,1,18,5,13,1920,5,2,8,2,1,5,13,16,2,2,0,9,9,8,8,1,1,1,1,0,0,4,6,8,4,6,6,0,0,2,1,17,1,15,0,2
2016,"17031190800",46,4.010,8,0,38,6,32,2125,6,2,17,10,3,7,31,34,4,4,0,25,13,22,12,3,1,3,1,0,0,15,3,20,15,3,16,0,0,4,3,35,3,31,0,4
2016,"17031190900",7,1.740,0,0,7,0,7,3720,0,0,3,2,2,3,4,6,1,1,0,4,3,3,3,1,0,1,0,0,0,2,1,4,2,1,3,0,0,1,1,6,1,5,0,1
2016,"17031191000",15,5.040,0,0,15,3,12,1411.750,3,4,6,0,2,3,12,13,2,2,0,8,7,7,6,1,1,1,1,0,0,0,2,13,0,2,11,0,0,2,1,14,1,12,0,2
2016,"17031191100",47,4.540,11,0,36,5,31,1700,5,7,15,7,2,6,30,32,4,3,1,24,12,23,9,1,3,1,2,0,1,18,2,16,18,2,12,0,0,4,4,32,4,28,0,4
2016,"17031191200",12,1.850,4,0,8,0,8,2157.500,0,1,4,2,1,3,5,8,0,0,0,7,1,7,1,0,0,0,0,0,0,6,1,1,6,1,1,0,0,0,3,5,3,5,0,0
2016,"17031191301",7,0.820,1,0,6,3,3,2100,3,0,2,1,0,4,2,4,2,2,0,4,2,4,0,0,2,0,2,0,0,3,1,2,3,0,1,0,1,1,0,6,0,4,0,2
2016,"17031191302",17,2.360,3,0,14,4,10,2400,4,0,6,4,0,5,9,14,0,0,0,10,4,10,4,0,0,0,0,0,0,5,1,8,5,1,8,0,0,0,3,11,3,11,0,0
2016,"17031200100",23,3.510,4,1,18,3,15,2210,3,0,9,6,0,4,14,16,2,1,1,13,5,12,4,1,1,1,0,0,1,7,3,8,7,3,6,0,0,2,3,15,3,13,0,2
2016,"17031200200",33,3.430,5,0,28,5,23,2273,5,3,11,6,3,5,23,26,2,2,0,18,10,18,8,0,2,0,2,0,0,11,3,14,11,3,12,0,0,2,6,22,6,20,0,2
2016,"17031200300",11,3.190,3,0,8,3,5,1594.250,1,0,5,2,0,1,7,8,0,0,0,4,4,4,4,0,0,0,0,0,0,3,2,3,3,2,3,0,0,0,1,7,1,7,0,0
2016,"17031200401",14,2.560,3,0,11,1,10,2901.670,1,0,4,5,1,6,5,10,1,1,0,11,0,10,0,1,0,1,0,0,0,7,0,4,7,0,3,0,0,1,3,8,3,7,0,1
2016,"17031200402",22,3.610,7,0,15,1,14,2042.500,1,2,6,4,2,6,9,11,4,4,0,8,7,6,5,2,2,2,2,0,0,4,0,11,4,0,7,0,0,4,3,12,3,8,0,4
2016,"17031210100",14,1.710,4,0,10,1,9,2700,1,1,2,3,3,5,5,8,2,2,0,6,4,5,3,1,1,1,1,0,0,2,1,7,2,1,5,0,0,2,0,10,0,8,0,2
2016,"17031210400",12,2.140,4,0,8,1,7,2715.960,1,0,3,2,2,0,8,8,0,0,0,5,3,5,3,0,0,0,0,0,0,3,0,5,3,0,5,0,0,0,2,6,2,6,0,0
2016,"17031210501",28,2.820,3,0,25,4,21,2920,4,1,7,10,3,4,21,23,2,2,0,15,10,13,10,2,0,2,0,0,0,10,7,8,10,7,6,0,0,2,4,21,3,20,1,1
2016,"17031210502",11,1.060,2,0,9,3,6,2177.500,3,0,4,2,0,0,9,6,3,3,0,5,4,3,3,2,1,2,1,0,0,2,0,7,2,0,4,0,0,3,3,6,2,4,1,2
2016,"17031210601",4,0.740,1,0,3,0,3,1800,0,1,1,0,1,0,3,2,1,1,0,0,3,0,2,0,1,0,1,0,0,0,1,2,0,1,1,0,0,1,0,3,0,2,0,1
2016,"17031210602",26,2.660,4,0,22,8,14,2008,8,1,9,4,0,6,16,16,6,6,0,10,12,8,8,2,4,2,4,0,0,4,4,14,4,4,8,0,0,6,3,19,3,13,0,6
2016,"17031210700",15,1.430,0,0,15,1,14,2500,1,1,6,6,1,0,15,11,4,3,1,7,8,5,6,2,2,2,1,0,1,4,3,8,3,3,5,1,0,3,0,15,0,11,0,4
2016,"17031210800",2,0.830,0,0,2,0,2,3983.750,0,0,1,0,1,0,2,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,0,2,0,0
2016,"17031210900",8,1.080,3,0,5,2,3,2111.620,3,1,0,1,0,3,2,5,0,0,0,1,4,1,4,0,0,0,0,0,0,0,1,4,0,1,4,0,0,0,0,5,0,5,0,0
2016,"17031220300",4,0.730,1,0,3,1,2,7875,1,0,0,0,2,1,2,2,1,1,0,1,2,1,1,0,1,0,1,0,0,0,1,2,0,1,1,0,0,1,0,3,0,2,0,1
2016,"17031220400",5,0.730,0,0,5,3,2,4743.400,3,0,1,0,1,0,5,5,0,0,0,2,3,2,3,0,0,0,0,0,0,1,1,3,1,1,3,0,0,0,2,3,2,3,0,0
2016,"17031220500",3,0.420,0,0,3,1,2,5312,1,0,1,0,1,0,3,3,0,0,0,1,2,1,2,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,2,1,2,0,0
2016,"17031220601",14,2.690,0,0,14,3,11,1500,3,0,7,2,2,4,10,13,1,1,0,8,6,7,6,1,0,1,0,0,0,5,4,5,4,4,5,1,0,0,1,13,1,12,0,1
2016,"17031220602",10,0.520,0,0,10,4,6,1982.500,4,2,2,1,1,2,8,10,0,0,0,8,2,8,2,0,0,0,0,0,0,6,0,4,6,0,4,0,0,0,3,7,3,7,0,0
2016,"17031220701",10,1.480,3,0,7,0,7,2850,0,1,2,4,0,0,7,7,0,0,0,2,5,2,5,0,0,0,0,0,0,1,3,3,1,3,3,0,0,0,2,5,2,5,0,0
2016,"17031220702",12,1.340,3,0,9,2,7,5835,2,0,1,2,4,3,6,7,2,2,0,8,1,6,1,2,0,2,0,0,0,4,0,5,2,0,5,2,0,0,2,7,1,6,1,1
2016,"17031220901",13,1.780,3,0,10,1,9,3500,1,1,1,5,2,0,10,10,0,0,0,6,4,6,4,0,0,0,0,0,0,4,1,5,4,1,5,0,0,0,4,6,4,6,0,0
2016,"17031220902",17,2.630,2,0,15,2,13,2790,2,3,3,5,2,3,12,12,3,3,0,12,3,10,2,2,1,2,1,0,0,7,0,8,7,0,5,0,0,3,4,11,4,8,0,3
2016,"17031221000",13,2.030,1,0,12,2,10,1761.290,2,2,6,2,0,1,11,11,1,0,1,5,7,4,7,1,0,0,0,1,0,3,4,5,3,4,4,0,0,1,0,12,0,11,0,1
2016,"17031221100",12,0.840,4,0,8,2,6,2202.500,2,1,2,3,0,3,5,8,0,0,0,5,3,5,3,0,0,0,0,0,0,1,3,4,1,3,4,0,0,0,1,7,1,7,0,0
2016,"17031221200",16,2.020,0,0,16,4,12,1859.860,4,3,4,3,2,0,16,13,3,2,1,8,8,8,5,0,3,0,2,0,1,5,3,8,5,3,5,0,0,3,2,14,2,11,0,3
2016,"17031221300",3,0.270,1,0,2,1,1,900,1,1,0,0,0,0,2,1,1,1,0,2,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,2,0,1,0,1
2016,"17031221400",12,1.470,3,0,9,2,7,1350,2,3,4,0,0,1,8,8,1,1,0,6,3,6,2,0,1,0,1,0,0,2,2,5,2,2,4,0,0,1,2,7,2,6,0,1
2016,"17031221500",11,1.090,2,0,9,4,5,600,4,3,2,0,0,0,9,7,2,2,0,9,0,7,0,2,0,2,0,0,0,3,0,6,3,0,4,0,0,2,2,7,2,5,0,2
2016,"17031221600",3,0.420,2,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
2016,"17031222200",3,0.670,0,0,3,2,1,2013.100,2,0,1,0,0,1,2,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,3,0,0
2016,"17031222500",4,1.170,0,0,4,1,3,3840,1,0,1,1,1,0,4,3,1,1,0,3,1,2,1,1,0,1,0,0,0,1,0,3,1,0,2,0,0,1,0,4,0,3,0,1
2016,"17031222600",4,0.840,0,0,4,1,3,2250,1,0,2,1,0,1,3,4,0,0,0,3,1,3,1,0,0,0,0,0,0,1,0,3,1,0,3,0,0,0,1,3,1,3,0,0
2016,"17031222700",13,2.160,2,0,11,1,10,2911.500,1,2,1,7,0,1,10,9,2,2,0,8,3,7,2,1,1,1,1,0,0,4,2,5,4,2,3,0,0,2,3,8,3,6,0,2
2016,"17031222800",9,3.130,0,0,9,0,9,1813,0,2,5,2,0,3,6,6,3,3,0,5,4,3,3,2,1,2,1,0,0,2,3,4,2,3,1,0,0,3,1,8,1,5,0,3
2016,"17031222900",12,7.970,6,0,6,1,5,5020,1,1,0,1,3,1,5,4,2,2,0,5,1,4,0,1,1,1,1,0,0,3,0,3,3,0,1,0,0,2,0,6,0,4,0,2
2016,"17031230100",7,1.500,0,1,6,1,5,1350,1,2,3,0,0,1,5,6,0,0,0,4,2,4,2,0,0,0,0,0,0,3,1,2,3,1,2,0,0,0,0,6,0,6,0,0
2016,"17031230200",12,2.840,0,0,12,2,10,2350,2,1,4,4,1,3,9,10,2,2,0,8,4,7,3,1,1,1,1,0,0,3,0,9,3,0,7,0,0,2,1,11,1,9,0,2
2016,"17031230300",7,4.030,0,0,7,1,6,2445.110,1,0,4,1,1,3,4,7,0,0,0,3,4,3,4,0,0,0,0,0,0,2,3,2,2,3,2,0,0,0,0,7,0,7,0,0
2016,"17031230400",22,5.980,9,0,13,5,8,3200,6,1,2,2,2,3,10,10,3,3,0,9,4,7,3,2,1,2,1,0,0,7,2,4,7,2,1,0,0,3,2,11,2,8,0,3
2016,"17031230500",25,2.760,0,0,25,6,19,1707.920,6,4,11,2,2,5,20,22,3,3,0,13,12,11,11,2,1,2,1,0,0,8,3,14,8,3,11,0,0,3,3,22,3,19,0,3
2016,"17031230600",59,3.970,12,1,46,6,40,1729.650,6,8,23,7,2,13,33,40,6,3,3,29,17,25,15,4,2,2,1,2,1,17,4,25,17,4,19,0,0,6,7,39,7,33,0,6
2016,"17031230700",38,3.840,11,0,27,6,21,1742.500,5,2,15,3,2,7,20,25,2,2,0,20,7,19,6,1,1,1,1,0,0,13,1,13,13,1,11,0,0,2,2,25,2,23,0,2
2016,"17031230800",2,1.320,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"17031230900",28,1.960,4,0,24,2,22,2708.060,2,3,6,8,5,10,14,20,4,3,1,16,8,14,6,2,2,1,2,1,0,9,2,13,8,2,10,1,0,3,3,21,3,17,0,4
2016,"17031231100",8,3.610,3,0,5,1,4,2150,1,1,1,2,0,2,3,3,2,2,0,3,2,3,0,0,2,0,2,0,0,1,0,4,1,0,2,0,0,2,0,5,0,3,0,2
2016,"17031231200",81,6.130,25,2,54,7,47,2400,7,9,17,15,6,22,32,53,1,1,0,42,12,41,12,1,0,1,0,0,0,29,4,21,29,4,20,0,0,1,6,48,6,47,0,1
2016,"17031231500",82,5.990,15,0,67,11,56,2550,11,3,24,23,6,16,51,57,10,9,1,49,18,44,13,5,5,5,4,0,1,20,9,38,20,9,28,0,0,10,13,54,13,44,0,10
2016,"17031240200",3,0.760,0,0,3,1,2,8324.230,1,0,0,1,1,0,3,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,3,0,3,0,0
2016,"17031240300",2,0.640,1,0,1,0,1,1500,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
2016,"17031240500",5,1.430,2,0,3,1,2,3709.480,1,0,1,1,0,0,3,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0
2016,"17031240600",6,2.260,2,0,4,1,3,2310,1,0,2,1,0,2,2,2,2,2,0,4,0,2,0,2,0,2,0,0,0,1,0,3,1,0,1,0,0,2,1,3,1,1,0,2
2016,"17031240700",16,3.910,2,1,13,1,12,2125,1,3,4,4,1,2,11,13,0,0,0,8,5,8,5,0,0,0,0,0,0,6,1,6,6,1,6,0,0,0,3,10,3,10,0,0
2016,"17031240800",16,3.420,0,1,15,2,13,1212.500,2,4,7,2,0,2,13,15,0,0,0,5,10,5,10,0,0,0,0,0,0,2,7,6,2,7,6,0,0,0,1,14,1,14,0,0
2016,"17031240900",1,0.240,0,0,1,0,1,3061.420,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
2016,"17031241000",12,2.040,5,0,7,2,5,3236.290,2,2,0,2,1,1,6,5,2,1,1,5,2,4,1,1,1,1,0,0,1,4,1,2,3,1,1,1,0,1,2,5,1,4,1,1
2016,"17031241100",8,0.730,1,0,7,2,5,3250,2,1,1,1,2,2,5,7,0,0,0,3,4,3,4,0,0,0,0,0,0,0,2,5,0,2,5,0,0,0,0,7,0,7,0,0
2016,"17031241200",4,0.800,2,0,2,0,2,2430,0,0,1,1,0,0,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,2,0,0
2016,"17031241300",2,0.450,0,0,2,1,1,651.980,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,2,0,1,0,1
2016,"17031241400",9,0.540,1,0,8,3,5,2768,3,0,2,2,1,1,7,7,1,1,0,4,4,4,3,0,1,0,1,0,0,3,2,3,3,2,2,0,0,1,0,8,0,7,0,1
2016,"17031241500",4,0.500,2,0,2,2,0,0,2,0,0,0,0,0,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,2,0,0
2016,"17031241600",6,0.490,2,0,4,1,3,4139.460,1,0,1,2,0,1,3,4,0,0,0,2,2,2,2,0,0,0,0,0,0,1,0,3,1,0,3,0,0,0,0,4,0,4,0,0
2016,"17031242000",21,1.310,1,0,20,3,17,1387.990,3,7,5,3,2,2,18,19,1,1,0,9,11,9,10,0,1,0,1,0,0,7,5,8,7,5,7,0,0,1,1,19,1,18,0,1
2016,"17031242100",8,0.910,0,1,7,1,6,2992.500,1,0,3,1,2,3,4,5,2,2,0,4,3,2,3,2,0,2,0,0,0,2,2,3,2,2,1,0,0,2,1,6,1,4,0,2
2016,"17031242200",4,0.360,1,0,3,2,1,3000,2,0,0,1,0,1,2,3,0,0,0,3,0,3,0,0,0,0,0,0,0,1,0,2,1,0,2,0,0,0,2,1,2,1,0,0
2016,"17031242300",9,0.910,0,0,9,2,7,3254.010,2,0,2,2,3,1,8,6,3,3,0,2,7,0,6,2,1,2,1,0,0,0,2,7,0,2,4,0,0,3,1,8,0,6,1,2
2016,"17031242400",8,0.770,1,0,7,0,7,2545,0,0,3,4,0,1,6,5,2,2,0,5,2,3,2,2,0,2,0,0,0,3,0,4,3,0,2,0,0,2,2,5,2,3,0,2
2016,"17031242500",3,0.290,0,0,3,0,3,3375,0,1,0,1,1,0,3,2,1,1,0,2,1,2,0,0,1,0,1,0,0,1,0,2,1,0,1,0,0,1,2,1,2,0,0,1
2016,"17031242600",15,0.840,4,0,11,1,10,2618.330,1,1,4,4,1,1,10,9,2,2,0,6,5,6,3,0,2,0,2,0,0,3,2,6,3,2,4,0,0,2,0,11,0,9,0,2
2016,"17031242700",6,0.970,1,0,5,1,4,1849.500,1,1,1,2,0,1,4,4,1,1,0,3,2,3,1,0,1,0,1,0,0,2,1,2,2,1,1,0,0,1,0,5,0,4,0,1
2016,"17031242800",3,1.220,1,0,2,0,2,4436.660,0,0,1,0,1,0,2,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,2,0,1,0,1
2016,"17031242900",6,1.050,0,0,6,2,4,2550,2,0,2,1,1,1,5,5,1,0,1,5,1,4,1,1,0,0,0,1,0,1,0,5,1,0,4,0,0,1,2,4,2,3,0,1
2016,"17031243000",6,0.900,2,0,4,1,3,1900,1,0,3,0,0,0,4,3,1,1,0,2,2,2,1,0,1,0,1,0,0,1,1,2,1,1,1,0,0,1,0,4,0,3,0,1
2016,"17031243100",6,1.550,1,0,5,2,3,7300,2,0,1,0,2,1,4,5,0,0,0,3,2,3,2,0,0,0,0,0,0,3,0,2,3,0,2,0,0,0,0,5,0,5,0,0
2016,"17031243200",6,0.940,0,0,6,0,6,1740.180,0,2,2,2,0,0,6,6,0,0,0,1,5,1,5,0,0,0,0,0,0,1,2,3,1,2,3,0,0,0,0,6,0,6,0,0
2016,"17031243300",6,0.850,0,0,6,0,6,2460,0,0,3,2,1,0,6,5,1,1,0,5,1,5,0,0,1,0,1,0,0,3,0,3,3,0,2,0,0,1,2,4,2,3,0,1
2016,"17031243400",6,0.850,1,0,5,3,2,1775,3,1,0,1,0,3,2,5,0,0,0,4,1,4,1,0,0,0,0,0,0,2,1,2,2,1,2,0,0,0,0,5,0,5,0,0
2016,"17031243500",11,1.070,1,0,10,1,9,4033.840,1,0,0,5,4,0,10,4,6,6,0,5,5,2,2,3,3,3,3,0,0,2,1,7,2,1,1,0,0,6,1,9,1,3,0,6
2016,"17031250200",27,7.490,5,1,21,4,17,1807,4,3,11,1,2,2,19,17,4,4,0,14,7,11,6,3,1,3,1,0,0,1,1,19,1,1,15,0,0,4,2,19,2,15,0,4
2016,"17031250300",41,4.070,7,0,34,5,29,1765,5,4,16,6,3,13,21,30,4,3,1,26,8,24,6,2,2,1,2,1,0,13,3,18,13,3,14,0,0,4,6,28,6,24,0,4
