"filing_year","tract","eviction_filings_total","eviction_filings_rate","eviction_filings_sealed","eviction_filings_unclear","eviction_filings_completed","case_type_single_action","case_type_joint_action","back_rent_median","back_rent_0","back_rent_1_to_999","back_rent_1000_to_2499","back_rent_2500_to_4999","back_rent_5000_or_more","landlord_prose","landlord_represented","tenant_prose","tenant_represented","tenant_rep_pa","tenant_rep_laa","eviction_order_yes","eviction_order_no","eviction_order_yes_tenant_prose","eviction_order_no_tenant_prose","eviction_order_yes_tenant_represented","eviction_order_no_tenant_represented","eviction_order_yes_tenant_rep_pa","eviction_order_no_tenant_rep_pa","eviction_order_yes_tenant_rep_laa","eviction_order_no_tenant_rep_laa","ftu_eviction_order","ftu_other_outcome","ftu_no_outcome","ftu_eviction_order_tenant_prose","ftu_other_outcome_tenant_prose","ftu_no_outcome_tenant_prose","ftu_eviction_order_tenant_represented","ftu_other_outcome_tenant_represented","ftu_no_outcome_tenant_represented","default_eviction_order_yes","default_eviction_order_no","default_eviction_order_yes_tenant_prose","default_eviction_order_no_tenant_prose","default_eviction_order_yes_tenant_represented","default_eviction_order_no_tenant_represented"
2016,"17031250400",63,6.050,13,1,49,6,43,1695,5,5,24,12,3,8,41,43,6,5,1,25,24,21,22,4,2,3,2,1,0,7,7,35,7,7,29,0,0,6,5,44,5,38,0,6
2016,"17031250500",24,3.160,8,0,16,0,16,3099.050,0,0,4,9,3,1,15,14,2,2,0,3,13,3,11,0,2,0,2,0,0,3,0,13,3,0,11,0,0,2,1,15,1,13,0,2
2016,"17031250600",30,6.790,7,0,23,7,16,2170,7,3,7,6,0,6,17,22,1,1,0,16,7,16,6,0,1,0,1,0,0,9,4,10,9,4,9,0,0,1,0,23,0,22,0,1
2016,"17031250700",67,5,17,0,50,7,43,1950,7,8,22,7,6,19,31,41,9,9,0,35,15,30,11,5,4,5,4,0,0,22,6,22,22,6,13,0,0,9,11,39,11,30,0,9
2016,"17031250800",14,3.760,3,0,11,2,9,2925,2,3,1,2,3,5,6,10,1,1,0,8,3,8,2,0,1,0,1,0,0,2,1,8,2,1,7,0,0,1,1,10,1,9,0,1
2016,"17031251000",12,7.490,2,0,10,0,10,1810.500,0,0,8,2,0,1,9,9,1,1,0,6,4,6,3,0,1,0,1,0,0,4,1,5,4,1,4,0,0,1,3,7,3,6,0,1
2016,"17031251100",51,4.540,6,1,44,6,38,1621,5,8,25,6,0,8,36,39,5,4,1,29,15,27,12,2,3,2,2,0,1,9,7,28,9,7,23,0,0,5,5,39,5,34,0,5
2016,"17031251200",26,5.320,6,0,20,5,15,1400,5,6,5,0,4,11,9,17,3,3,0,14,6,12,5,2,1,2,1,0,0,7,1,12,7,1,9,0,0,3,6,14,6,11,0,3
2016,"17031251300",61,7.120,18,0,43,2,41,1950,2,7,20,9,5,24,19,40,3,3,0,27,16,26,14,1,2,1,2,0,0,18,6,19,18,6,16,0,0,3,3,40,3,37,0,3
2016,"17031251400",80,6.340,7,1,72,2,70,1649,2,10,37,16,7,6,66,65,7,6,1,43,29,40,25,3,4,3,3,0,1,13,6,53,12,6,47,1,0,6,9,63,7,58,2,5
2016,"17031251500",87,7.600,14,2,71,4,67,1578.520,4,12,40,8,7,6,65,60,11,8,3,42,29,38,22,4,7,4,4,0,3,6,8,57,6,7,47,0,1,10,7,64,7,53,0,11
2016,"17031251600",33,4.860,6,0,27,3,24,2000,3,5,14,3,2,17,10,24,3,3,0,16,11,14,10,2,1,2,1,0,0,10,6,11,9,6,9,1,0,2,4,23,4,20,0,3
2016,"17031251700",24,9.390,4,0,20,4,16,2250,3,3,8,5,1,12,8,17,3,3,0,13,7,10,7,3,0,3,0,0,0,7,1,12,7,1,9,0,0,3,3,17,3,14,0,3
2016,"17031251800",101,6.780,10,3,88,8,80,1814.920,8,15,37,21,7,16,72,84,4,4,0,58,30,56,28,2,2,2,2,0,0,32,11,45,32,11,41,0,0,4,17,71,16,68,1,3
2016,"17031251900",135,9.890,13,1,121,10,111,1693.250,10,12,60,22,17,13,108,108,13,8,5,72,49,70,38,2,11,2,6,0,5,49,10,62,47,10,51,2,0,11,21,100,21,87,0,13
2016,"17031252000",142,7.020,17,1,124,33,91,1625.010,33,22,46,19,4,14,110,107,17,15,2,65,59,59,48,6,11,5,10,1,1,25,19,80,25,17,65,0,2,15,11,113,11,96,0,17
2016,"17031252101",44,7.820,6,0,38,0,38,1856.250,0,7,21,10,0,3,35,32,6,5,1,24,14,21,11,3,3,3,2,0,1,11,2,25,10,2,20,1,0,5,9,29,9,23,0,6
2016,"17031252102",108,8.150,17,1,90,15,75,2250,15,7,32,29,7,22,68,78,12,9,3,66,24,58,20,8,4,6,3,2,1,34,8,48,34,8,36,0,0,12,25,65,25,53,0,12
2016,"17031252201",49,7.440,5,1,43,4,39,1225,4,12,25,2,0,11,32,36,7,7,0,28,15,24,12,4,3,4,3,0,0,13,5,25,11,5,20,2,0,5,4,39,4,32,0,7
2016,"17031252202",89,6.780,16,0,73,9,64,1676.500,8,9,36,10,10,24,49,68,5,5,0,43,30,42,26,1,4,1,4,0,0,19,9,45,19,9,40,0,0,5,5,68,5,63,0,5
2016,"17031260100",22,3.980,2,0,20,1,19,2400,1,1,10,4,4,2,18,16,4,4,0,14,6,11,5,3,1,3,1,0,0,6,4,10,5,4,7,1,0,3,2,18,2,14,0,4
2016,"17031260200",31,11.930,0,0,31,3,28,1170,3,6,16,3,3,5,26,29,2,2,0,22,9,22,7,0,2,0,2,0,0,6,0,25,6,0,23,0,0,2,5,26,5,24,0,2
2016,"17031260300",26,5.950,3,0,23,4,19,1625,4,4,10,5,0,6,17,18,5,3,2,13,10,11,7,2,3,2,1,0,2,7,4,12,7,3,8,0,1,4,2,21,2,16,0,5
2016,"17031260400",24,6.950,1,0,23,2,21,2132.500,2,1,12,7,1,6,17,22,1,1,0,13,10,12,10,1,0,1,0,0,0,3,3,17,3,3,16,0,0,1,2,21,2,20,0,1
2016,"17031260500",26,6.440,1,0,25,1,24,3480.500,1,5,6,3,10,8,17,23,2,2,0,14,11,12,11,2,0,2,0,0,0,8,7,10,8,7,8,0,0,2,3,22,3,20,0,2
2016,"17031260600",20,4.870,1,0,19,4,15,2450,5,2,6,5,1,7,12,17,2,1,1,7,12,7,10,0,2,0,1,0,1,1,7,11,1,7,9,0,0,2,0,19,0,17,0,2
2016,"17031260700",37,8.880,6,0,31,9,22,2037.500,9,1,11,7,3,4,27,28,3,3,0,18,13,18,10,0,3,0,3,0,0,4,4,23,4,4,20,0,0,3,2,29,2,26,0,3
2016,"17031260800",53,7.360,13,1,39,6,33,2093.250,6,3,16,12,2,14,25,34,5,4,1,26,13,24,10,2,3,2,2,0,1,8,2,29,8,2,24,0,0,5,8,31,8,26,0,5
2016,"17031260900",22,7.490,9,1,12,0,12,3525,0,1,4,4,3,5,7,10,2,2,0,9,3,9,1,0,2,0,2,0,0,3,0,9,3,0,7,0,0,2,2,10,2,8,0,2
2016,"17031261000",25,4.640,7,0,18,1,17,1975,0,1,12,5,0,4,14,18,0,0,0,12,6,12,6,0,0,0,0,0,0,4,1,13,4,1,13,0,0,0,2,16,2,16,0,0
2016,"17031270500",27,4.440,1,0,26,5,21,2400,5,6,7,6,2,2,24,22,4,4,0,16,10,13,9,3,1,3,1,0,0,7,2,17,6,2,14,1,0,3,2,24,1,21,1,3
2016,"17031271200",5,1.520,1,1,3,0,3,2665,0,0,1,1,1,2,1,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,3,0,0
2016,"17031271300",24,8.180,4,0,20,1,19,1675,1,6,8,4,1,2,18,14,6,6,0,13,7,11,3,2,4,2,4,0,0,4,2,14,4,1,9,0,1,5,1,19,1,13,0,6
2016,"17031271400",37,8.700,18,0,19,0,19,1515,0,6,10,3,0,2,17,18,1,1,0,13,6,12,6,1,0,1,0,0,0,2,2,15,2,2,14,0,0,1,2,17,2,16,0,1
2016,"17031271500",16,4.990,0,0,16,3,13,3200,3,2,4,4,3,6,10,15,1,1,0,9,7,8,7,1,0,1,0,0,0,3,4,9,3,4,8,0,0,1,3,13,3,12,0,1
2016,"17031271800",16,8.240,6,0,10,1,9,2500,1,2,2,3,2,7,3,8,2,2,0,6,4,5,3,1,1,1,1,0,0,4,0,6,4,0,4,0,0,2,0,10,0,8,0,2
2016,"17031280100",30,1.090,1,0,29,2,27,6046.920,2,0,4,9,14,0,29,25,4,4,0,16,13,14,11,2,2,2,2,0,0,10,8,11,9,8,8,1,0,3,5,24,5,20,0,4
2016,"17031280400",26,5.350,1,0,25,3,22,1048.950,3,9,8,4,1,1,24,23,2,1,1,6,19,6,17,0,2,0,1,0,1,3,7,15,3,7,13,0,0,2,2,23,2,21,0,2
2016,"17031280800",47,15.520,2,0,45,0,45,850,0,28,12,4,1,0,45,43,2,0,2,23,22,22,21,1,1,0,0,1,1,16,14,15,16,14,13,0,0,2,4,41,4,39,0,2
2016,"17031280900",40,12.810,5,1,34,5,29,524,5,19,4,4,2,0,34,32,2,1,1,16,18,16,16,0,2,0,1,0,1,10,14,10,10,14,8,0,0,2,1,33,1,31,0,2
2016,"17031281900",27,1.010,2,0,25,1,24,3076.610,1,1,8,7,8,1,24,22,3,3,0,12,13,10,12,2,1,2,1,0,0,3,5,17,3,5,14,0,0,3,4,21,4,18,0,3
2016,"17031282700",19,3.610,5,0,14,2,12,2275,2,1,5,2,4,1,13,10,4,4,0,7,7,6,4,1,3,1,3,0,0,5,3,6,5,3,2,0,0,4,1,13,1,9,0,4
2016,"17031282800",3,0.650,2,0,1,0,1,2200,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
2016,"17031283100",11,0.990,1,0,10,4,6,2898.610,4,1,1,3,1,0,10,8,2,2,0,2,8,1,7,1,1,1,1,0,0,1,5,4,1,5,2,0,0,2,0,10,0,8,0,2
2016,"17031283200",4,1.150,0,0,4,0,4,1440.960,0,1,3,0,0,0,4,4,0,0,0,2,2,2,2,0,0,0,0,0,0,1,2,1,1,2,1,0,0,0,0,4,0,4,0,0
2016,"17031283800",42,3.860,3,0,39,7,32,3234.960,7,3,10,13,6,0,39,34,5,2,3,16,23,14,20,2,3,1,1,1,2,10,6,23,10,6,18,0,0,5,7,32,7,27,0,5
2016,"17031290900",61,6.660,10,0,51,9,42,2800,8,1,19,16,7,25,26,49,2,2,0,32,19,31,18,1,1,1,1,0,0,15,9,27,15,9,25,0,0,2,4,47,4,45,0,2
2016,"17031291200",32,4.750,10,0,22,7,15,2058,7,4,6,2,3,10,12,19,3,3,0,11,11,10,9,1,2,1,2,0,0,8,5,9,8,5,6,0,0,3,0,22,0,19,0,3
2016,"17031291600",4,1.710,2,0,2,2,0,0,2,0,0,0,0,2,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,2,0,2,0,0
2016,"17031292200",45,6.810,12,0,33,4,29,2200,4,5,12,9,3,9,24,31,2,2,0,19,14,18,13,1,1,1,1,0,0,7,6,20,7,6,18,0,0,2,1,32,1,30,0,2
2016,"17031292400",46,8.390,5,1,40,5,35,2400,5,2,17,10,6,13,27,32,8,6,2,23,17,17,15,6,2,5,1,1,1,12,10,18,11,10,11,1,0,7,5,35,4,28,1,7
2016,"17031292500",53,5.910,7,0,46,13,33,1957.500,12,4,20,9,1,19,27,39,7,6,1,31,15,29,10,2,5,2,4,0,1,19,5,22,19,5,15,0,0,7,4,42,4,35,0,7
2016,"17031300500",19,3.060,6,0,13,3,10,1610,3,1,5,3,1,6,7,11,2,2,0,7,6,7,4,0,2,0,2,0,0,4,1,8,4,1,6,0,0,2,3,10,3,8,0,2
2016,"17031300600",16,3.760,1,0,15,2,13,2082,2,1,8,2,2,5,10,10,5,5,0,7,8,5,5,2,3,2,3,0,0,4,2,9,4,2,4,0,0,5,0,15,0,10,0,5
2016,"17031300700",36,3.860,6,0,30,11,19,1500,9,4,10,5,2,11,19,29,1,1,0,22,8,21,8,1,0,1,0,0,0,6,5,19,6,5,18,0,0,1,2,28,2,27,0,1
2016,"17031300800",22,2.820,6,0,16,5,11,1875,5,1,7,3,0,10,6,15,1,1,0,10,6,10,5,0,1,0,1,0,0,6,2,8,6,1,8,0,1,0,0,16,0,15,0,1
2016,"17031300900",45,4.140,9,0,36,10,26,1947.500,10,5,11,8,2,9,27,28,8,7,1,21,15,17,11,4,4,4,3,0,1,10,5,21,10,5,13,0,0,8,4,32,4,24,0,8
2016,"17031301100",24,4.060,4,0,20,0,20,1575,1,4,8,6,1,10,10,15,5,5,0,16,4,12,3,4,1,4,1,0,0,5,2,13,5,2,8,0,0,5,5,15,5,10,0,5
2016,"17031301200",13,1.560,2,0,11,2,9,2024.990,2,3,2,1,3,3,8,10,1,0,1,10,1,9,1,1,0,0,0,1,0,8,0,3,8,0,2,0,0,1,1,10,1,9,0,1
2016,"17031301600",23,3.050,10,0,13,4,9,1690,4,2,6,1,0,3,10,12,1,1,0,10,3,10,2,0,1,0,1,0,0,5,1,7,5,1,6,0,0,1,1,12,1,11,0,1
2016,"17031301701",20,2.780,6,0,14,5,9,1000,5,4,3,1,1,3,11,14,0,0,0,9,5,9,5,0,0,0,0,0,0,3,3,8,3,3,8,0,0,0,2,12,2,12,0,0
2016,"17031301702",9,1.510,1,0,8,3,5,1500,3,1,4,0,0,4,4,6,2,2,0,7,1,6,0,1,1,1,1,0,0,5,0,3,5,0,1,0,0,2,2,6,2,4,0,2
2016,"17031301801",17,2.410,9,0,8,2,6,1430,1,2,3,2,0,5,3,7,1,1,0,5,3,4,3,1,0,1,0,0,0,3,0,5,3,0,4,0,0,1,0,8,0,7,0,1
2016,"17031301802",13,2.160,4,0,9,2,7,2900,2,0,3,2,2,2,7,8,1,1,0,7,2,6,2,1,0,1,0,0,0,3,0,6,3,0,5,0,0,1,0,9,0,8,0,1
2016,"17031301803",12,1.450,4,0,8,1,7,2200,1,1,3,3,0,3,5,8,0,0,0,6,2,6,2,0,0,0,0,0,0,3,2,3,3,2,3,0,0,0,2,6,2,6,0,0
2016,"17031310200",6,1.350,3,0,3,1,2,857.500,1,1,1,0,0,2,1,3,0,0,0,2,1,2,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,3,0,3,0,0
2016,"17031310300",13,2.620,4,0,9,2,7,2896,2,0,2,5,0,1,8,7,2,1,1,3,6,2,5,1,1,0,1,1,0,1,1,7,1,1,5,0,0,2,1,8,0,7,1,1
2016,"17031310400",3,0.930,0,0,3,0,3,3666.670,0,0,0,2,1,1,2,1,2,2,0,1,2,0,1,1,1,1,1,0,0,0,1,2,0,1,0,0,0,2,0,3,0,1,0,2
2016,"17031310500",1,0.270,0,0,1,0,1,900,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
2016,"17031310600",8,0.500,0,0,8,0,8,1850,0,1,5,2,0,3,5,7,1,1,0,4,4,4,3,0,1,0,1,0,0,1,1,6,1,1,5,0,0,1,2,6,2,5,0,1
2016,"17031310700",11,2.680,1,0,10,1,9,1100,1,4,3,1,1,5,5,10,0,0,0,7,3,7,3,0,0,0,0,0,0,5,1,4,5,1,4,0,0,0,1,9,1,9,0,0
2016,"17031310800",15,1.360,3,0,12,1,11,1800,1,0,8,3,0,1,11,10,2,2,0,10,2,8,2,2,0,2,0,0,0,6,1,5,5,1,4,1,0,1,2,10,1,9,1,1
2016,"17031310900",15,1.290,5,0,10,4,6,1749.720,4,1,3,1,1,5,5,9,1,1,0,9,1,8,1,1,0,1,0,0,0,5,0,5,5,0,4,0,0,1,2,8,2,7,0,1
2016,"17031320100",91,2.030,3,0,88,8,80,4218.140,8,1,22,28,29,1,87,76,12,12,0,40,48,34,42,6,6,6,6,0,0,17,30,41,17,30,29,0,0,12,18,70,17,59,1,11
2016,"17031320400",6,2.440,1,0,5,0,5,6801.010,0,0,0,2,3,0,5,3,2,2,0,2,3,2,1,0,2,0,2,0,0,1,0,4,1,0,2,0,0,2,1,4,1,2,0,2
2016,"17031320600",31,1.700,6,0,25,2,23,2208.830,2,4,8,5,6,1,24,23,2,2,0,15,10,14,9,1,1,1,1,0,0,7,4,14,7,4,12,0,0,2,3,22,3,20,0,2
2016,"17031330100",149,2.780,13,0,136,29,107,2830,17,24,30,34,31,1,135,111,25,22,3,74,62,60,51,14,11,13,9,1,2,38,34,64,36,34,41,2,0,23,14,122,13,98,1,24
2016,"17031330200",21,2.490,3,0,18,2,16,2367.720,2,1,8,5,2,0,18,17,1,1,0,6,12,6,11,0,1,0,1,0,0,3,8,7,3,8,6,0,0,1,2,16,2,15,0,1
2016,"17031340300",1,0.270,0,0,1,0,1,4500,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2016,"17031340400",8,2.060,0,0,8,0,8,3370.750,0,0,2,5,1,1,7,7,1,0,1,5,3,5,2,0,1,0,0,0,1,4,2,2,4,1,2,0,1,0,0,8,0,7,0,1
2016,"17031340500",5,0.740,2,0,3,0,3,2300,0,0,2,1,0,0,3,3,0,0,0,2,1,2,1,0,0,0,0,0,0,2,0,1,2,0,1,0,0,0,0,3,0,3,0,0
2016,"17031340600",11,2.580,0,0,11,3,8,2053.990,3,3,1,3,1,0,11,9,2,1,1,9,2,8,1,1,1,1,0,0,1,5,1,5,5,1,3,0,0,2,2,9,2,7,0,2
2016,"17031350100",40,2.410,9,0,31,1,30,1318.770,1,6,20,4,0,0,31,30,1,1,0,15,16,14,16,1,0,1,0,0,0,8,4,19,8,4,18,0,0,1,5,26,5,25,0,1
2016,"17031350400",24,3.790,0,0,24,1,23,1815.990,1,8,5,8,2,0,24,20,4,1,3,19,5,18,2,1,3,0,1,1,2,15,2,7,14,2,4,1,0,3,4,20,4,16,0,4
2016,"17031351000",112,5.100,18,1,93,2,91,1214.980,3,20,57,12,1,1,92,89,4,4,0,43,50,42,47,1,3,1,3,0,0,22,17,54,22,17,50,0,0,4,13,80,13,76,0,4
2016,"17031351100",62,6.990,1,1,60,15,45,1980.850,15,1,26,12,6,0,60,53,7,4,3,34,26,33,20,1,6,1,3,0,3,24,8,28,24,8,21,0,0,7,2,58,2,51,0,7
2016,"17031351400",12,1.680,2,0,10,1,9,900,1,5,3,1,0,1,9,6,4,1,3,5,5,5,1,0,4,0,1,0,3,2,1,7,2,1,3,0,0,4,2,8,2,4,0,4
2016,"17031351500",10,5.850,5,0,5,0,5,1728,0,1,3,0,1,0,5,5,0,0,0,3,2,3,2,0,0,0,0,0,0,1,2,2,1,2,2,0,0,0,0,5,0,5,0,0
2016,"17031360200",46,6.990,9,0,37,2,35,3898.600,2,1,14,9,11,0,37,34,3,3,0,26,11,24,10,2,1,2,1,0,0,16,4,17,16,4,14,0,0,3,3,34,3,31,0,3
2016,"17031380100",38,4.260,2,1,35,4,31,1918.960,4,6,14,6,5,1,34,33,2,1,1,22,13,21,12,1,1,0,1,1,0,15,4,16,15,4,14,0,0,2,3,32,3,30,0,2
2016,"17031380200",33,3.110,0,0,33,7,26,1297.500,7,4,22,0,0,0,33,30,3,3,0,19,14,17,13,2,1,2,1,0,0,12,7,14,12,6,12,0,1,2,2,31,1,29,1,2
2016,"17031380500",11,3.920,0,1,10,1,9,521.890,1,7,2,0,0,0,10,10,0,0,0,2,8,2,8,0,0,0,0,0,0,1,6,3,1,6,3,0,0,0,0,10,0,10,0,0
2016,"17031380700",11,2.640,3,0,8,0,8,2140.500,0,1,5,1,1,2,6,7,1,1,0,4,4,4,3,0,1,0,1,0,0,2,2,4,2,2,3,0,0,1,1,7,1,6,0,1
2016,"17031381200",41,5.320,4,2,35,2,33,3514,2,2,9,15,7,7,28,28,7,6,1,13,22,12,16,1,6,1,5,0,1,6,2,27,6,2,20,0,0,7,5,30,5,23,0,7
2016,"17031381400",51,8.850,15,0,36,4,32,1939.420,4,4,18,4,6,0,36,32,4,4,0,22,14,21,11,1,3,1,3,0,0,10,4,22,10,4,18,0,0,4,3,33,3,29,0,4
2016,"17031381500",8,6.860,2,0,6,0,6,3450.880,0,1,1,3,1,4,2,6,0,0,0,3,3,3,3,0,0,0,0,0,0,3,1,2,3,1,2,0,0,0,0,6,0,6,0,0
2016,"17031381700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"17031381800",35,6.750,7,0,28,0,28,2548,0,2,11,10,5,1,27,26,2,2,0,17,11,16,10,1,1,1,1,0,0,6,4,18,6,4,16,0,0,2,6,22,6,20,0,2
2016,"17031381900",30,7.700,1,0,29,7,22,1894.970,7,6,7,6,3,3,26,24,5,4,1,17,12,15,9,2,3,2,2,0,1,12,3,14,12,3,9,0,0,5,3,26,3,21,0,5
2016,"17031390100",19,5.370,3,0,16,2,14,2332.050,2,0,8,6,0,0,16,13,3,1,2,4,12,4,9,0,3,0,1,0,2,1,1,14,1,1,11,0,0,3,1,15,1,12,0,3
2016,"17031390200",22,5.930,2,0,20,1,19,2396,1,1,9,6,3,2,18,15,5,4,1,11,9,7,8,4,1,4,0,0,1,3,3,14,3,3,9,0,0,5,4,16,3,12,1,4
2016,"17031390300",72,5.350,12,1,59,10,49,2571.990,10,2,21,22,4,7,52,53,6,6,0,33,26,30,23,3,3,3,3,0,0,16,8,35,16,8,29,0,0,6,6,53,6,47,0,6
2016,"17031390400",80,6.340,5,0,75,9,66,1696,9,15,33,14,4,4,71,71,4,2,2,47,28,45,26,2,2,1,1,1,1,19,11,45,19,11,41,0,0,4,16,59,16,55,0,4
2016,"17031390500",42,6.560,1,0,41,3,38,2158.540,3,1,21,15,1,0,41,36,5,5,0,24,17,21,15,3,2,3,2,0,0,17,8,16,17,8,11,0,0,5,8,33,8,28,0,5
2016,"17031390600",12,2.410,0,0,12,0,12,1348.830,0,1,8,3,0,0,12,11,1,1,0,2,10,2,9,0,1,0,1,0,0,1,5,6,1,5,5,0,0,1,0,12,0,11,0,1
2016,"17031390700",71,2.890,3,0,68,6,62,3931.250,7,0,19,19,23,0,68,60,8,8,0,40,28,35,25,5,3,5,3,0,0,18,8,42,17,8,35,1,0,7,10,58,9,51,1,7
2016,"17031400300",35,6.820,8,0,27,2,25,1678.380,2,5,11,7,2,4,23,20,7,5,2,15,12,13,7,2,5,2,3,0,2,9,3,15,8,3,9,1,0,6,2,25,1,19,1,6
2016,"17031400400",47,7.070,1,0,46,5,41,2800.510,6,4,14,14,8,6,40,39,7,4,3,25,21,22,17,3,4,2,2,1,2,16,4,26,16,4,19,0,0,7,5,41,5,34,0,7
2016,"17031400500",69,8.470,2,0,67,7,60,1621.500,7,8,42,9,1,8,59,62,5,5,0,37,30,34,28,3,2,3,2,0,0,13,12,42,13,12,37,0,0,5,7,60,7,55,0,5
2016,"17031400800",113,9.510,7,2,104,4,100,1528.060,4,30,49,11,10,3,101,92,12,10,2,62,42,57,35,5,7,5,5,0,2,23,11,70,23,11,58,0,0,12,27,77,26,66,1,11
2016,"17031410100",49,4.690,4,0,45,6,39,1910.500,6,3,26,4,6,1,44,40,5,5,0,28,17,27,13,1,4,1,4,0,0,17,6,22,17,6,17,0,0,5,10,35,10,30,0,5
2016,"17031410200",6,0.950,2,0,4,2,2,3044.750,2,0,1,1,0,0,4,4,0,0,0,2,2,2,2,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,1,3,1,3,0,0
2016,"17031410500",42,4.380,5,0,37,1,36,2911.590,1,7,9,17,3,1,36,31,6,6,0,23,14,19,12,4,2,4,2,0,0,11,8,18,11,8,12,0,0,6,7,30,6,25,1,5
2016,"17031410600",18,2.370,1,2,15,0,15,1989.490,0,4,6,3,2,0,15,15,0,0,0,8,7,8,7,0,0,0,0,0,0,3,4,8,3,4,8,0,0,0,1,14,1,14,0,0
2016,"17031410700",5,0.670,0,1,4,0,4,3306.610,0,0,2,1,1,0,4,3,1,1,0,3,1,2,1,1,0,1,0,0,0,1,1,2,1,1,1,0,0,1,0,4,0,3,0,1
2016,"17031410800",40,3.050,4,0,36,3,33,1870,3,8,12,7,6,2,34,33,3,3,0,18,18,17,16,1,2,1,2,0,0,10,9,17,10,9,14,0,0,3,6,30,6,27,0,3
2016,"17031410900",43,4.010,1,0,42,4,38,2751.070,3,2,15,19,3,0,42,38,4,3,1,24,18,22,16,2,2,2,1,0,1,13,8,21,13,7,18,0,1,3,6,36,6,32,0,4
2016,"17031411000",41,3.350,2,0,39,3,36,2726.430,3,7,10,13,6,2,37,35,4,4,0,14,25,13,22,1,3,1,3,0,0,7,8,24,7,8,20,0,0,4,7,32,7,28,0,4
2016,"17031411100",4,0.870,2,0,2,0,2,2895,0,0,1,1,0,0,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,0,2,0,0
2016,"17031411200",1,0.230,0,0,1,0,1,2524.260,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2016,"17031420100",27,3.660,1,0,26,0,26,2361.500,0,0,14,10,2,0,26,23,3,3,0,18,8,16,7,2,1,2,1,0,0,11,4,11,11,4,8,0,0,3,2,24,1,22,1,2
2016,"17031420200",20,3.860,1,1,18,4,14,2283.500,4,3,6,4,1,1,17,17,1,1,0,13,5,13,4,0,1,0,1,0,0,6,2,10,6,2,9,0,0,1,2,16,2,15,0,1
2016,"17031420300",38,6.850,3,0,35,2,33,1819.100,1,8,15,5,6,1,34,33,2,2,0,16,19,15,18,1,1,1,1,0,0,8,10,17,8,10,15,0,0,2,7,28,7,26,0,2
2016,"17031420400",19,2.840,1,0,18,3,15,1657.980,3,3,9,2,1,2,16,15,3,1,2,10,8,10,5,0,3,0,1,0,2,6,1,11,6,1,8,0,0,3,3,15,3,12,0,3
2016,"17031420500",32,3.640,5,0,27,2,25,2249.940,2,1,15,6,3,2,25,23,4,4,0,15,12,13,10,2,2,2,2,0,0,8,2,17,8,2,13,0,0,4,4,23,4,19,0,4
2016,"17031420600",65,7.400,3,1,61,11,50,1925,12,5,28,12,4,12,49,53,8,6,2,42,19,40,13,2,6,2,4,0,2,19,5,37,19,5,29,0,0,8,8,53,7,46,1,7
2016,"17031420700",79,6.760,16,1,62,15,47,1850,14,10,20,16,2,11,51,52,10,8,2,44,18,39,13,5,5,4,4,1,1,20,7,35,19,7,26,1,0,9,10,52,10,42,0,10
2016,"17031420800",43,5.680,4,0,39,7,32,2669.880,7,3,11,14,4,6,33,36,3,3,0,24,15,24,12,0,3,0,3,0,0,16,6,17,16,6,14,0,0,3,2,37,2,34,0,3
2016,"17031421200",19,4.380,4,0,15,4,11,1640,4,1,7,2,1,7,8,14,1,1,0,7,8,6,8,1,0,1,0,0,0,4,1,10,4,1,9,0,0,1,0,15,0,14,0,1
2016,"17031430101",164,9.600,9,2,153,9,144,2300,8,23,58,44,20,15,138,141,12,9,3,88,65,82,59,6,6,5,4,1,2,54,29,70,53,29,59,1,0,11,31,122,30,111,1,11
2016,"17031430102",125,7.270,22,2,101,13,88,1713.300,13,32,30,21,5,3,98,86,15,13,2,60,41,55,31,5,10,5,8,0,2,27,14,60,27,14,45,0,0,15,17,84,17,69,0,15
2016,"17031430200",121,5.620,12,0,109,17,92,2136,17,20,33,33,6,8,101,104,5,4,1,72,37,70,34,2,3,2,2,0,1,44,14,51,44,14,46,0,0,5,12,97,12,92,0,5
2016,"17031430300",62,7.120,10,0,52,3,49,1900,3,3,25,18,3,15,37,47,5,5,0,34,18,31,16,3,2,3,2,0,0,24,6,22,22,6,19,2,0,3,8,44,8,39,0,5
